原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析,,,,,,
41,c_txt_041,choice_text,載運危險物品車輛是否可進入八卦山或雪山隧道內：,可以,不可以,沒有特別規定,2,,載運危險物品的車輛不可以進入八卦山或雪山隧道內行駛,,,,,,
42,c_txt_042,choice_text,汽車行駛於公路時，從車內向外拋擲物品、煙蒂或火種：,是極不道德且危險行為,只要我高興有什麼不可以,避免車內髒亂，應該往外丟棄,1,,汽車行駛於公路時，從車內向外拋擲物品、煙蒂或火種是極不道德且危險的行為,,,,,,
43,c_txt_043,choice_text,長隧道內設置停車彎，其目的是供：,停車休息,故障車輛停放,前車阻路超車用,2,,長隧道內設置停車彎的目的，是供故障車輛臨時停放，而非休息或超車用,,,,,,
44,c_txt_044,choice_text,汽車行駛於長隧道內：,可以任意變換車道,不可以任意變換車道,若因車道壅塞，可以變換至車輛較少之車道,2,,汽車行駛於長隧道內不可以任意變換車道，應保持原車道行駛,,,,,,
45,c_txt_045,choice_text,汽車進入長隧道遇火災發生時，應熄火停車：,人員留於車內並緊閉車窗待援,將車門上鎖後所有人員下車逃生,所有人員下車逃生，半開車窗，鑰匙留置車內並不得將車門上鎖,3,,長隧道內遇火災，所有人員應熄火下車逃生，半開車窗，鑰匙留置車內且勿上鎖,,,,,,
46,c_txt_046,choice_text,汽車行駛於長隧道遇前方火災發生時，其逃生原則：,留在車內等待救援,依車行反方向逃生,依車行方向逃生,2,,長隧道遇前方火災時，逃生原則是依車行反方向逃生，遠離火源與濃煙,,,,,,
47,c_txt_047,choice_text,長隧道之車行聯絡隧道（車行橫坑）：,供故障車輛停放,危急必須開放時，車輛方得進入,供一般車輛迴轉之用,2,,長隧道之車行聯絡隧道（車行橫坑），僅限危急必須開放時，車輛方得進入,,,,,,
48,c_txt_048,choice_text,長隧道內若前方發生火災時，為降低火災產生黑煙之危害，逃生時如何方能避免濃煙、高溫擴散危害：,降低身形往車行反方向疏散,降低身形往車行方向疏散,快速往車行方向疏散,1,,長隧道內前方火災，為降低黑煙危害，逃生時應降低身形，往車行反方向疏散,,,,,,
49,c_txt_049,choice_text,小客車係指座位在：,10 座以下,9 座以下,11 座以下之客車,2,,小客車係指座位在 9 座以下之客車,,,,,,
50,c_txt_050,choice_text,汽車定期檢驗，逾期一個月以上者，應處罰：,罰鍰及吊扣牌照,吊銷牌照,罰鍰,1,,汽車定期檢驗逾期一個月以上者，應處罰鍰並吊扣牌照,,,,,,
51,c_txt_051,choice_text,學習駕駛證之學習駕車有效期間，自領證日起以幾年為限：,1 年為限,2 年為限,3 年為限,1,,學習駕駛證之學習駕車有效期間，自領證日起以 1 年為限,,,,,,
52,c_txt_052,choice_text,考領普通汽車駕照須年滿：,17 歲,18 歲,19 歲,2,,考領普通汽車駕照須年滿 18 歲,,,,,,
53,c_txt_053,choice_text,考領職業汽車駕照須年滿：,18 歲,19 歲,20 歲,3,,考領職業汽車駕照須年滿 20 歲,,,,,,
54,c_txt_054,choice_text,小貨車必須附載隨車作業人員者，除駕駛人外，不得超過：,2 人,1 人,3 人,1,,小貨車附載隨車作業人員者，除駕駛人外不得超過 2 人,,,,,,
55,c_txt_055,choice_text,汽車駕駛人，允許無駕駛執照之人，駕駛其車輛者應處罰：,吊扣其駕駛執照,吊銷其駕駛執照,吊銷其車輛牌照,1,,汽車駕駛人允許無駕駛執照之人駕駛其車輛者，應吊扣其駕駛執照,,,,,,
56,c_txt_056,choice_text,汽車駕駛人駕駛汽車肇事致人受傷或死亡，應即時處理，如肇事致人重傷或死亡而逃逸者：,吊銷駕駛執照，並終身不得再考領,應予罰鍰,吊扣駕照 1 年,1,,汽車駕駛人肇事致人重傷或死亡而逃逸者，吊銷駕駛執照，並終身不得再考領,,,,,,
57,c_txt_057,choice_text,營業車(營業大客車除外)每年檢驗次數，應為：,出廠年份未滿 5 年者，每年至少檢驗 1 次;5 年以上者，每年至少檢驗 2 次,出廠年份滿 3 年以上者，每年至少檢驗 1 次,出廠年份未滿 5 年者，每年至少檢驗 2 次,1,,營業車(營業大客車除外)出廠未滿 5 年者每年檢驗 1 次，5 年以上者每年檢驗 2 次,,,,,,
58,c_txt_058,choice_text,報考職業駕照者，各科及格成績：,交通規則 70 分，機械常識 60 分，路考 70 分,交通規則 85 分，機械常識 60 分，路考 70 分,交通規則 85 分，機械常識 70 分，路考 70 分,2,,報考職業駕照者，各科及格成績需交通規則 85 分、機械常識 60 分、路考 70 分,,,,,,
59,c_txt_059,choice_text,汽車檢驗分 3 種：,停駛、定期、臨時檢驗,申請牌照、定期、臨時檢驗,報廢、排煙(氣)、定期檢驗,2,,汽車檢驗分為申請牌照檢驗、定期檢驗及臨時檢驗三種類型,,,,,,
60,c_txt_060,choice_text,職業駕駛執照自發照之日起每滿幾年審驗 1 次：,1 年,2 年,3 年,3,,職業駕駛執照自發照之日起，每滿三年應審驗一次，確保資格符合,,,,,,
61,c_txt_061,choice_text,學習駕駛證，以學習什麼車為限：,小型車,大貨車,大客車,1,,學習駕駛證限定用於學習小型車，不得駕駛其他類型車輛,,,,,,
62,c_txt_062,choice_text,領有小型車普通駕駛執照，可以駕駛：,自用小型車,小客車與重型機車,小客車及大貨車,1,,領有小型車普通駕駛執照，僅能駕駛自用小型車，不適用於營業用途,,,,,,
63,c_txt_063,choice_text,工程或公用事業機構人員，佩帶服務單位證章，或其他明顯識別標記，搭乘小型貨車，不得超過：,5 人,8 人,4 人,2,,工程或公用事業機構人員，搭乘小型貨車不得超過八人,,,,,,
64,c_txt_064,choice_text,汽車行駛於道路上哪些人需繫安全帶：,僅汽車駕駛人,僅前座乘客,汽車駕駛人、前座及小型車後座乘客,3,,汽車行駛時，駕駛人、前座乘客及小型車後座乘客皆應繫安全帶,,,,,,
65,c_txt_065,choice_text,車道專供：,行人,車輛,行人與車輛?通行之道路,2,,車道是道路中專供車輛通行使用的部分，行人應走人行道,,,,,,
66,c_txt_066,choice_text,號誌是管制：,行進,注意、停止,注意、行進、停止等?之指示訊號,3,,交通號誌是管制車輛及行人注意、行進、停止等動作的指示訊號,,,,,,
67,c_txt_067,choice_text,領有學習駕駛證者應在何處學習駕駛：,駕駛學習場內或依公路或市區道路主管機關指定之道路及時間內為之,快速道路上,高速公路,1,,領有學習駕駛證者應在駕駛學習場內，或主管機關指定道路及時間內學習駕駛,,,,,,
68,c_txt_068,choice_text,領有普通駕照，駕駛營業車輛營業者是：,違規的行為,合法的行為,法規並無限制,1,,領有普通駕照駕駛營業車輛營業是違規行為，應考取職業駕照,,,,,,
69,c_txt_069,choice_text,汽車行駛至交岔路口欲轉彎時，應距交岔路口多少公尺前顯示方向燈：,10 公尺,20 公尺,30 公尺,3,,汽車行駛至交岔路口欲轉彎時，應在距路口 30 公尺前顯示方向燈,,,,,,
70,c_txt_070,choice_text,駕駛執照破爛損毀不易辨明時，要：,申請換發,重行考領,等有效年限到再換領,1,,駕駛執照破爛損毀不易辨明時，應向公路監理機關申請換發,,,,,,
71,c_txt_071,choice_text,汽車駕駛人將駕駛執照借供他人駕車者，應處罰：,吊扣其駕駛執照,吊銷其駕駛執照,吊銷其車輛牌照,1,,汽車駕駛人將駕駛執照借供他人駕車者，應處罰吊扣其駕駛執照,,,,,,
72,c_txt_072,choice_text,汽車駕駛人使用偽造、變造或矇領之駕駛執照駕車者，應處：,罰鍰,吊銷駕駛執照,罰鍰、當場禁止其駕駛，並扣繳該駕駛執照,3,,使用偽造、變造或矇領之駕照駕車者，應處罰鍰、當場禁止駕駛並扣繳執照,,,,,,
73,c_txt_073,choice_text,駕駛執照遺失後應：,重新考領駕照,向公路監理機關申請補發,登報作廢即可,2,,駕駛執照遺失後，應立即向公路監理機關申請補發，而非重新考領,,,,,,
74,c_txt_074,choice_text,以駕駛汽車為職業者是：,普通駕駛人,普通駕駛人或職業駕駛人均可,職業駕駛人,3,,以駕駛汽車為職業者，必須是領有職業駕駛執照的職業駕駛人,,,,,,
75,c_txt_075,choice_text,汽車顏色、燃料種類等，有變更時，應：,向公路監理機關辦理登記,向警察機關辦理登記,向交通部辦理登記,1,,汽車顏色、燃料種類等變更時，應向公路監理機關辦理登記,,,,,,
76,c_txt_076,choice_text,計程車車窗玻璃上：,可黏貼不透明反光紙,不得黏貼不透明之色紙或隔熱紙,應有窗簾,2,,計程車車窗玻璃上不得黏貼不透明之色紙或隔熱紙，以利辨識,,,,,,
77,c_txt_077,choice_text,自用小客車領有牌照，其出廠年份未滿幾年者，免予定期檢驗：,4 年,5 年,6 年,2,,自用小客車出廠年份未滿五年者，免予定期檢驗,,,,,,
78,c_txt_078,choice_text,因患病、出國等事由，職業駕駛執照未能按時審驗時，可持原照及有關證明，向當地公路監理機關申請補辦審驗，但須在病癒或回國後：,1 個月內,3 個月內,6 個月內,3,,職業駕照因故未能按時審驗者，病癒或回國後須在六個月內補辦審驗,,,,,,
79,c_txt_079,choice_text,申請汽車學習駕駛證，須年滿：,16 歲,18 歲,20 歲,2,,申請汽車學習駕駛證，申請人須年滿 18 歲,,,,,,
80,c_txt_080,choice_text,領有汽車學習駕駛證，學習路線駕駛時，應由領有學習車類駕照之駕駛人，在旁指導監護：,是,不是,沒有規定,1,,領有學習駕駛證學習路線駕駛時，應由領有學習車類駕照者在旁指導監護,,,,,,
81,c_txt_081,choice_text,申請報考職業駕駛執照，最高年齡不得超過：,45 歲,55 歲,65 歲,3,,申請報考職業駕駛執照者，最高年齡不得超過 65 歲,,,,,,
82,c_txt_082,choice_text,考領普通駕駛執照，最高年齡：,不受限制,65 歲,60 歲,1,,考領普通駕駛執照，法規上並無最高年齡的限制,,,,,,
83,c_txt_083,choice_text,應考小型車普通駕駛執照者，須有學習駕駛多少時間之經歷：,6 個月以上,3 個月以上,2 個月以上,2,,應考小型車普通駕駛執照者，須有三個月以上之學習駕駛經歷,,,,,,
84,c_txt_084,choice_text,應考小型車職業駕駛執照者，須有學習駕駛經歷：,6 個月以上或領有小型車普通駕駛執照 3 個月以上,9 個月以上,10 個月,1,,應考小型車職業駕照者，須有六個月以上學習經歷或持有小型車普通駕照三個月以上,,,,,,
85,c_txt_085,choice_text,駕駛人姓名、出生年月日、住址等有變更時，如何處理：,政府機關電腦系統均已連線，不必申請異動,應向公路監理機關申請變更登記,自行改正,2,,駕駛人姓名、出生年月日、住址等變更時，應向公路監理機關申請變更登記,,,,,,
86,c_txt_086,choice_text,駕駛執照受吊銷、註銷或吊扣處分時應如何處理：,沒有規定,應將駕駛執照繳回當地公路監理機關或交通裁決單位,繳交警察機關,2,,駕駛執照受吊銷、註銷或吊扣處分時，應將執照繳回公路監理機關或交通裁決單位,,,,,,
87,c_txt_087,choice_text,託人代考駕照者，單就報考人之處分為：,取消報考人之考試資格，註銷已領有之駕駛執照，且自查獲之日起 5 年內不能再行報考,3 個月內不准再報考,半年內不准再報考,1,,託人代考駕照者，報考人將取消考試資格、註銷執照，並五年內不得報考,,,,,,
88,c_txt_088,choice_text,酒精、麻醉劑及興奮劑中毒者：,可參加駕駛執照考驗,不得參加汽車駕駛執照考驗,未有特別規定,2,,酒精、麻醉劑及興奮劑中毒者，因其身心狀況不佳，不得參加汽車駕駛執照考驗,,,,,,
89,c_txt_089,choice_text,癲癇疾病患者，檢具醫療院所醫師出具最近二年以上未發作診斷證明書者：,得參加駕駛執照考驗,不可參加普通駕駛執照考驗,沒有特別規定,1,,癲癇疾病患者，若能檢具二年以上未發作證明，得參加駕駛執照考驗,,,,,,
90,c_txt_090,choice_text,受吊扣、吊銷駕駛執照之處分，尚未期滿者：,可參加駕駛執照考驗,不得參加駕駛執照考驗,未有特別規定,2,,駕駛執照受吊扣、吊銷處分尚未期滿者，不得參加駕駛執照考驗,,,,,,
91,c_txt_091,choice_text,駕駛執照遺失時：,要記住執照號碼，以備查問,重新報考,申請補發,3,,駕駛執照遺失時，應向公路監理機關申請補發，而非重新報考,,,,,,
92,c_txt_092,choice_text,路考及格標準為：,60 分,70 分,80 分,2,,汽車路考及格標準為 70 分，為取得駕照的必要條件,,,,,,
93,c_txt_093,choice_text,交通規則及格標準為：,60 分,75 分,85 分,3,,汽車交通規則筆試及格標準為 85 分，是駕照考驗的重要環節,,,,,,
94,c_txt_094,choice_text,未領有汽車駕照駕駛小型車者應處罰鍰新臺幣：,300～600 元,"3,600～7,200 元","6,000～24,000 元",3,,"未領有汽車駕照駕駛小型車者，應處罰鍰新臺幣 6,000 元以上 24,000 元以下",,,,,,
95,c_txt_095,choice_text,臨時停車停止時間：,未滿 3 分鐘,未滿 5 分鐘,未滿 10 分鐘,1,,臨時停車的定義是車輛停止時間未滿三分鐘，且保持可立即行駛狀態,,,,,,
96,c_txt_096,choice_text,在行車時速 40 公里之路段汽車拋錨無法移置時：,應在車身後方 5-30 公尺之路面上，豎立車輛故障標誌,開亮所有車燈，並時常連續按鳴喇叭,顯示前後燈即可,1,,汽車拋錨無法移置時，應在車身後方 5 至 30 公尺處豎立車輛故障標誌警示,,,,,,
97,c_txt_097,choice_text,汽車車廂以外：,不得載人,可以載人,沒有限制,1,,汽車車廂以外的地方，如車頂或貨斗，一律不得載人，以確保安全,,,,,,
98,c_txt_098,choice_text,汽車載運乘客：,不得超過核定人數,視需要來決定,沒有規定或限制,1,,汽車載運乘客數量，絕對不得超過行車執照上核定的載運人數,,,,,,
99,c_txt_099,choice_text,計程車拒載乘客，可以嗎?：,可以,不可以,沒有規定,2,,計程車駕駛人不得任意拒載乘客，否則將依相關法規處罰,,,,,,
100,c_txt_100,choice_text,貨車裝載貨物寬度：,可以超出車身半公尺,可以超出車身 1 公尺,不得超出車身,3,,貨車裝載貨物的寬度，嚴格規定不得超出車身兩側，確保行車安全,,,,,,
101,c_txt_101,choice_text,汽車裝載危險物品停車時，應停於：,室內停車場,露天空曠陰涼場所,車多人少地方,2,,汽車裝載危險物品停車時，應停放於露天空曠陰涼場所，避免潛在危險,,,,,,
102,c_txt_102,choice_text,裝載危險物品車輛，發現外洩或滲漏時應即：,趕快加速開往目的地,停車予以妥善處理,沒有法令規定,2,,裝載危險物品車輛若發現外洩或滲漏，應立即停車並妥善處理，防止危害擴大,,,,,,
103,c_txt_103,choice_text,汽車駕駛人駕車，違反道路交通安全規則，因而肇事致人死亡者：,吊扣行車執照,吊扣駕駛執照,吊銷駕駛執照,3,,汽車駕駛人駕車肇事致人死亡，且違反道路交通安全規則者，將吊銷駕駛執照,,,,,,
104,c_txt_104,choice_text,汽車駕駛人駕駛汽車肇事，雖無人受傷或死亡，卻未依規定處置且逃逸者，除處罰鍰外，並：,吊扣行車執照,吊扣駕駛執照,吊銷駕駛執照,2,,汽車駕駛人肇事無人傷亡，未依規定處置且逃逸者，除罰鍰外，並吊扣駕駛執照,,,,,,
105,c_txt_105,choice_text,汽車行駛至交岔路口，其設有劃分島，劃分快慢車道者，在慢車道上行駛之車輛：,不得左轉,可以左轉,並無規定,1,,行駛於設有劃分島之快慢車道時，慢車道上的車輛通常不得左轉,,,,,,
106,c_txt_106,choice_text,對向行駛之左右轉彎車輛，已轉彎須進入同一車道時應讓：,右轉彎車輛先行,左轉彎車輛先行,同時前進,2,,對向行駛左右轉彎車輛已轉彎須進入同一車道時，應讓左轉彎車輛先行,,,,,,
107,c_txt_107,choice_text,駕駛人不在未劃分標線道路之中央右側駕車者，應處：,吊扣駕駛執照,罰鍰,吊扣行車執照,2,,駕駛人未在未劃分標線道路之中央右側駕車者，將處以罰鍰,,,,,,
108,c_txt_108,choice_text,夜間會車，應使用：,遠光燈,近光燈,熄燈避讓即可,2,,夜間會車時，應將遠光燈切換為近光燈，避免對向駕駛產生眩光,,,,,,
109,c_txt_109,choice_text,汽車行至號誌故障而無交通指揮人員指揮之交岔路口：,支線道車應讓幹線道車先行,幹線道車讓支線道車,可以不相讓,1,,行至號誌故障且無交通指揮人員指揮之路口，支線道車應讓幹線道車先行,,,,,,
110,c_txt_110,choice_text,汽車行駛至交岔路口，其行進轉彎，遇有交通指揮人員指揮與燈光號誌並用時，以：,交通指揮人員指揮為準,燈光號誌為準,無規定,1,,交通指揮人員指揮與燈光號誌並用時，應以交通指揮人員之指揮為準,,,,,,
111,c_txt_111,choice_text,消防栓、消防車出入口，多少距離以內不得臨時停車：,10 公尺,5 公尺,15 公尺,2,,消防栓、消防車出入口 5 公尺距離內，任何時間皆不得臨時停車,,,,,,
112,c_txt_112,choice_text,汽車載運危險品行駛：,應在車輛前後端懸掛布質三角紅旗，以示警告,與一般載運相同,沒有規定,1,,汽車載運危險物品行駛時，應在車輛前後端懸掛布質三角紅旗以示警告,,,,,,
113,c_txt_113,choice_text,貨車裝載體積或長度非框式車廂所能容納之貨物，其伸後長度最多不得超過車輛全長：,20%,25%,30%,3,,貨車裝載貨物伸出車身後方，最長不得超過車輛全長之百分之三十,,,,,,
114,c_txt_114,choice_text,行車速度，依速限標誌或標線之規定，無標誌或標線者，行車時速不得超過 50 公里但在未劃設車道線、行車分向線或分向限制線之道路，時速不得超過：,40 公里,50 公里,30 公里,3,,在未劃設車道線、分向線或分向限制線的道路，時速不得超過 30 公里,,,,,,
115,c_txt_115,choice_text,汽車駛至鐵路平交道前，如前面有車輛時，應俟前車駛離鐵路平交道多少公尺始得通過：,5 公尺,適當距離而後車能安全通過後,15 公尺,2,,駛至鐵路平交道前有車輛時，應俟前車完全駛離平交道並保持適當安全距離後再通過,,,,,,
116,c_txt_116,choice_text,以下何種車輛應在車後方加漆牌照號碼：,大客車,自用小客車,大貨車、小貨車,3,,大貨車、小貨車應在車後方加漆牌照號碼，以利於車輛辨識,,,,,,
117,c_txt_117,choice_text,行車中，駕駛人看到鐵路平交道標誌或標線後，應即將車速減低至時速：,15 公里以下,20 公里以下,30 公里以下,1,,駕駛人看到鐵路平交道標誌或標線後，應將車速減低至時速 15 公里以下,,,,,,
