原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析,,,,,,
27,m_sit_027,choice_image,依據圖示，「X」機車駕駛人若想要左轉，應該如何行駛較安全？,應距交岔路口 10 公尺前顯示左轉方向燈，換入內側車道，行駛到交岔路口中心處，確認對向來車安全無誤再左轉,應距交岔路口 30 公尺前顯示左轉方向燈，換入內側車道，行駛到交岔路口中心處，確認對向來車安全無誤再左轉,直接換入內側車道，並在過停止線時立即左轉,2,m_sit_027.webp,左轉應於 30 公尺前顯示方向燈，換入內側車道，至路口中心確認安全再轉,,,,,,
28,m_sit_028,choice_image,依據圖示，「X」機車駕駛人若想要右轉，應該如何行駛較安全？,應距交岔路口 10 公尺前顯示右轉方向燈，換入外側車道，行駛到路口後再右轉,應距交岔路口 30 公尺前顯示右轉方向燈，慢慢換入外側車道，行駛到路口後再右轉,直接換入外側車道，並在剛過停止線時立即右轉,2,m_sit_028.webp,右轉應於 30 公尺前顯示方向燈，慢慢換入外側車道，確認安全再右轉,,,,,,
29,m_sit_029,choice_image,依據圖示，機車駕駛人若發現前方汽車車速過慢，是否可超車？,不可以,可以至左側超車,可以至右側超車,1,m_sit_029.webp,應遵守行車安全規定，此情境圖示下不適合超車，以策安全,,,,,,
30,m_sit_030,choice_image,依據圖示，機車駕駛人若發現前方汽車車速過慢，是否可超車？,不可以,可以自車輛的右側超車,可以自前方車輛的左側超車,3,m_sit_030.webp,一般情況下，超車應從前方車輛的左側進行，並確認安全距離,,,,,,
31,m_sit_031,choice_image,依據圖示，機車駕駛人若發現前方汽車車速過慢，是否可超車？,不可以,可以，但只能自前方車輛的右側超車,可以，只要小心通過就好,1,m_sit_031.webp,一般道路禁止從右側超車；若在路口、彎道等處皆禁止超車,,,,,,
32,m_sit_032,choice_image,依據圖示，下列哪個敘述較安全？,機車應讓汽車先行,汽車應讓機車先行,速度快的先行通過,1,m_sit_032.webp,行經無號誌路口，支線道車應讓幹線道車先行,,,,,,
33,m_sit_033,choice_image,依據圖示，為何機車應讓汽車先行？,幹道車應讓支道車先行,支道車應讓幹道車先行,因為汽車車速較快,2,m_sit_033.webp,行經設有「停」或「讓」標誌、標線之支線道車，應讓幹道車先行,,,,,,
34,m_sit_034,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,應先暫停並左右擺頭查看，等汽車通過後再繼續通行,應減速慢行，查看無其他來車後通行,不需理會標線，只需按鳴喇叭加速通過即可,1,m_sit_034.webp,行經設有「停」標誌或標線路口，應先停車察看，確認安全再通行,,,,,,
35,m_sit_035,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,機車行至路口時應減速接近，並小心通過路口,機車行至路口時應先停在交岔路口前，等汽車通過後再繼續通行,不需理會右側來車，只需按鳴喇叭加速通過即可,1,m_sit_035.webp,行經無號誌、無標誌標線路口，應減速慢行，並注意左右來車,,,,,,
36,m_sit_036,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,減速並暫停，讓汽車先行,按鳴喇叭並直接通過路口,不需按鳴喇叭，直接加速通過,1,m_sit_036.webp,行經無號誌路口或支道應減速並暫停，禮讓幹道或主向車輛先行,,,,,,
37,m_sit_037,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,不須減速，直接通過路口,減速慢行，應左右擺頭查看兩側是否有來車再通行,減速慢行，而在通過路口時，按鳴喇叭後再通行,2,m_sit_037.webp,行經路口應減速慢行，並左右擺頭查看，確認安全後方可通行,,,,,,
38,m_sit_038,choice_image,依據圖示，機車駕駛人在狹窄道路中，應如何行駛較安全？,機車駕駛人應停靠於路旁，讓汽車優先通行,汽車駕駛人應停靠於路旁，讓機車優先通行,按鳴喇叭並自汽車右側空隙通過,1,m_sit_038.webp,狹窄道路會車時，機車應禮讓汽車優先通行，停靠路旁以策安全,,,,,,
39,m_sit_039,choice_image,依據圖示，若機車欲減速，機車駕駛人應如何操作煞車較安全？,以前輪煞車為主，後輪煞車為輔進行操作,以前輪煞車為輔，後輪煞車為主進行操作,只需煞前輪即可,1,m_sit_039.webp,機車煞車應以前輪煞車為主，後輪煞車為輔，提升制動效率與穩定性,,,,,,
40,m_sit_040,choice_image,依據圖示，機車駕駛人遇突然迴轉之汽車，應如何操作煞車較安全？,以前輪煞車為主，後輪煞車為輔進行操作,以前輪煞車為輔，後輪煞車為主進行操作,應立即放鬆油門，並同時使用前後煞車，一次完成煞車動作,3,m_sit_040.webp,遇突發狀況應立即放鬆油門，並同時使用前後煞車，一次完成制動確保安全,,,,,,
41,m_sit_041,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,應讓圓環內的車輛先行通過，再進入圓環,可不須停車，直接駛入圓環,按鳴喇叭後就可先行通過圓環,1,m_sit_041.webp,進入圓環時，應優先禮讓已在圓環內的車輛先行，確保交通順暢與安全，再依序進入,,,,,,
42,m_sit_042,choice_image,依據圖示，B 車與 A 車同時要通過路口時，B 車應如何行駛較安全？,按鳴喇叭並儘速通行,停車並讓 A 車優先通行,若 B 車已超過停止線，則 B 車可優先通行,2,m_sit_042.webp,在無號誌路口，支道車應讓幹道車先行；若為同級道路，應讓右方車先行 B 車應停車讓 A 車優先通行,,,,,,
43,m_sit_043,choice_image,依據圖示，汽、機車同時行經此路段時，機車駕駛人應如何行駛較安全？,減速並讓汽車優先通行,加速通行,與汽車緊靠併行,1,m_sit_043.webp,機車行駛時應保持謹慎，尤其在與汽車同時行經路段時，應減速並禮讓汽車優先通行，以維護行車安全,,,,,,
44,m_sit_044,choice_image,依據圖示，機車駕駛人在此環境中，應如何行駛較安全？,視線不佳，跟隨前方汽車燈光行駛，不用開啟頭燈,因路面濕滑，應減速慢行且要與前車保持更長的安全距離,騎車速度按照路面標示之速限行駛即可,2,m_sit_044.webp,路面濕滑會降低輪胎抓地力，增加煞車距離，因此應減速慢行，並與前車保持更長的安全距離，以防意外,,,,,,
45,m_sit_045,choice_image,依據圖示，機車駕駛人應該如何行駛較安全？,按鳴喇叭並加速通過,減速並緊鄰該車之間隙通過,減速並與路邊車輛保持一個車門以上的間隔,3,m_sit_045.webp,行經路邊停放車輛時，應預留足夠的側向安全距離，避免車門突然開啟或行人竄出，建議保持一個車門以上的間隔,,,,,,
46,m_sit_046,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,前方視野死角處，應減速慢行並隨時注意車前狀況,按鳴喇叭提醒後，繼續通過,維持原速行駛，但變換燈光提醒,1,m_sit_046.webp,行經視野死角處，應減速慢行並隨時注意車前狀況，以確保安全,,,,,,
47,m_sit_047,choice_image,依據圖示，騎機車行經圖中巷口時，應如何行駛較安全？,我車是直行車輛，可優先通行、繼續前進就好,減速並觀察反射鏡，以及擺頭查看左方是否有來車,按鳴喇叭後，繼續通過,2,m_sit_047.webp,行經巷口應減速，觀察反射鏡並擺頭查看左方來車，確保安全,,,,,,
48,m_sit_048,choice_image,依據圖示，圖中機車駕駛人可以左轉進入巷口嗎？,可以,不可以,不一定，視路況而定,2,m_sit_048.webp,依交通法規或現場標誌，圖中情境不允許機車直接左轉進入巷口,,,,,,
49,m_sit_049,choice_image,依據圖示，圖中巷口裝設反射鏡的主要用意為何？,機車駕駛人可利用反射鏡觀察巷道來車狀況,利用反射鏡的裝設位置可避免汽機車在路邊停車,透過反射鏡放大空間，可使巷口的空間感覺更加寬敞明亮,1,m_sit_049.webp,巷口反射鏡主要用意是讓駕駛人觀察視線死角內的來車狀況，提升安全,,,,,,
50,m_sit_050,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,按規定速限繼續前行,應立即靠右側避讓，讓救護車優先通行,由於趕時間，可立即加速前行,2,m_sit_050.webp,遇到執行勤務的救護車，應立即靠右側避讓，讓其優先通行,,,,,,
51,m_sit_051,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,對於闖紅燈之救護車，可不必避讓,不論號誌為何，應立即避讓優先通行,加速離開，以避免阻擋救護車執行任務,2,m_sit_051.webp,救護車執行緊急任務時具優先通行權，駕駛人應立即避讓,,,,,,
52,m_sit_052,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,利用對向車道行駛，遠離公車後通過,騎至公車右側，鳴喇叭後通過,等候公車駛離後再繼續行駛,3,m_sit_052.webp,避免危險，應待公車駛離或停穩，確認安全後再通行,,,,,,
53,m_sit_053,choice_image,依據圖示，機車駕駛人應如何行駛較安全？,要先減速行駛，以免在轉彎時失控滑倒,依彎道寬度決定超車行駛,依彎道寬度決定並排行駛,1,m_sit_053.webp,彎道處應減速慢行，避免重心不穩或失控滑倒,,,,,,
54,m_sit_054,choice_image,依據圖示，機車駕駛人行駛時遇前方狀況，應如何行駛較安全？,直接從左側超越,按喇叭提醒前方駕駛人並從右方超越通行,應減速停車，不要強行超越,3,m_sit_054.webp,行駛中遇前方狀況不明時，應減速停車，不強行超越,,,,,,
55,m_sit_055,choice_image,依據圖示，機車駕駛人應如何行駛比較安全？,應減速並停止於平交道遮斷器前,在遮斷器尚未完全放下前加速前進通過,在未看到火車來之前，都可以閃過遮斷器，通過鐵路平交道,1,m_sit_055.webp,行經平交道，見遮斷器放下或警鈴響時，應立即停車於停止線前,,,,,,
56,m_sit_056,choice_image,依據圖示，機車駕駛人轉彎行經此路面時，應如何行駛較安全？,應盡量避開或減速慢行,立即加速轉彎行駛通過,緊急煞車,1,m_sit_056.webp,行經可能影響行車安全的特殊路面，應減速慢行或盡量避開，以確保行車安全,,,,,,
57,m_sit_057,choice_image,依據圖示，下雨天行經此標線時，應如何行駛較安全？,行駛時應盡量避開,按照規定速限行駛就可以,避免緊急煞車就可以,1,m_sit_057.webp,下雨天時路面標線濕滑，機車行經其上易打滑，應盡量避開或減速慢行,,,,,,
58,m_sit_058,choice_image,依據圖示，機車駕駛人行經此路面時，應如何行駛較安全？,應盡量避開或減速慢行,立即加速轉向行駛通過,緊急煞車,1,m_sit_058.webp,行經可能造成危險的路面狀況（如坑洞、沙石），應減速慢行並盡量避開,,,,,,
59,m_sit_059,choice_image,依據圖示，機車駕駛人是否可以變換車道超車？,不可以,可以,視車輛間距而異,1,m_sit_059.webp,依據圖示，該路段可能為禁止超車或變換車道的實線、轉彎處或危險路段,,,,,,
60,m_sit_060,choice_image,依據圖示，機車駕駛人操作方式何者「錯誤」？,與前車保持適當的安全距離，並注意車流的變化,依車道照明度，適時開亮頭燈,應全程開亮頭燈,2,m_sit_060.webp,機車行駛應全程開亮頭燈，以提高自身能見度，確保行車安全，而非僅依照明度適時開關,,,,,,
1,m_sit_061,choice_image,依據圖示，行車前的輪胎檢查內容為何？,檢查輪胎是否有低於磨耗指示平台,檢查輪胎外觀是否龜裂、損傷,以上皆是,3,m_sit_061.webp,行車前應檢查輪胎磨耗、外觀有無龜裂損傷，確保行車安全,,,,,,
2,m_sit_062,choice_image,機車駕駛人於騎乘機車前應做那些檢查？,行車前，應檢查輪胎、燈光、喇叭、煞車及油料，以確保行車安全,不需要檢查，以免浪費時間,長途行車才要檢查，短程行車無須檢查,1,m_sit_062.webp,機車行車前應檢查輪胎、燈光、喇叭、煞車及油料，確保騎乘安全,,,,,,
3,m_sit_063,choice_image,機車排氣管的設備何者正確？,A,B,C,1,m_sit_063.webp,機車排氣管設備應符合法規標準，避免改裝影響噪音及排放,,,,,,
4,m_sit_064,choice_image,依據圖示，何者為正確之乘坐方式？,A,B,C,1,m_sit_064.webp,機車載人或騎乘時，應保持正確坐姿與平衡，確保行車安全,,,,,,
5,m_sit_065,choice_image,依據圖示，何者為安全載運寵物的方式？,A,B,C,3,m_sit_065.webp,載運寵物應使用專用寵物籠或穩固容器，避免影響駕駛安全及寵物受傷,,,,,,
6,m_sit_066,choice_image,圖中何者為安全載運貨物的方式？,A,B,C,2,m_sit_066.webp,安全載運貨物應穩固捆綁、不超長超寬超高，避免鬆脫或影響行車安全,,,,,,
7,m_sit_067,choice_image,依據圖示，方向燈的顏色，何者正確？,橙色,綠色,藍色,1,m_sit_067.webp,依規定，汽機車方向燈顏色應為橙色，確保警示效果與辨識度,,,,,,
8,m_sit_068,choice_image,依據圖示，哪輛機車尾燈的燈光符合規定？,A,B,C,3,m_sit_068.webp,機車尾燈應為紅色，且亮度適中不眩光，符合交通法規，確保後方車輛辨識,,,,,,
9,m_sit_069,choice_image,依據圖示，機車駕駛人應如何起駛才正確？,從照後鏡察看無來車即可起駛,顯示方向燈後即可起駛,顯示方向燈並擺頭察看前、後方，確認無行人及車輛後起駛,3,m_sit_069.webp,機車起駛應顯示方向燈，並擺頭確認前後方無行人及來車，才能安全起駛,,,,,,
10,m_sit_070,choice_image,依據圖示，機車駕駛人停車位置，何者正確？,A,B,C,3,m_sit_070.webp,機車停車應停放於劃設之機車格內，或不阻礙交通、不妨礙行人通行的合法位置,,,,,,
11,m_sit_071,choice_image,依據圖示，機車停放位置下列敘述何者正確？,沒有壓到紅線就不算違規停車,禁止臨時停車標線之左、右道路範圍內均不得停車,只要不影響交通，可以暫停一下，不會受罰,2,m_sit_071.webp,「禁止臨時停車標線」範圍內，車輛在標線左、右側道路均不得臨時停車或停車,,,,,,
12,m_sit_072,choice_image,依據圖示，機車駕駛人行經彎道，何者行為正確？,A 駕駛人跨越道路中央雙黃線，加速超車,B 駕駛人減速慢行，不超車，避免車速過快衝入對向車道,C 駕駛人在前車右側加速超車,2,m_sit_072.webp,行經彎道應減速慢行，避免超車或跨越雙黃線，以確保行車安全，防止衝入對向車道,,,,,,
13,m_sit_073,choice_image,依據圖示中標誌，機車駕駛人違反什麼規定？,行駛於快車道,未開頭燈,未依遵行之方向行駛,3,m_sit_073.webp,此為「遵行方向」標誌，用以指示車輛應遵行之路徑方向，違反者即為未依遵行方向行駛,,,,,,
14,m_sit_074,choice_image,依據圖示，機車駕駛人的行駛方式何者錯誤？,A,B,C,3,m_sit_074.webp,圖片中 C 駕駛人行為錯誤，通常指未保持安全距離、違規超車或在不適當路段行駛，可能造成危險,,,,,,
15,m_sit_075,choice_image,依據圖示，機車駕駛人應如何安全行駛？,按鳴喇叭，使對方避讓,減速慢行，並做隨時停車之準備,搶先前進，使對方讓道,2,m_sit_075.webp,行車應保持防衛駕駛觀念，減速慢行並隨時準備停車，以應變突發狀況，確保行車安全,,,,,,
16,m_sit_076,choice_image,依據圖示，機車駕駛人的行為何者錯誤？,猛按喇叭後直接搶先轉彎,轉彎車應禮讓直行車先行,轉彎前應減速慢行，並做隨時停車之準備,1,m_sit_076.webp,轉彎應減速並禮讓直行車，猛按喇叭搶先轉彎是錯誤且危險的行為,,,,,,
17,m_sit_077,choice_image,依據圖示，機車在前方路口欲右轉，應依哪條路線行駛？,A,B,C,3,m_sit_077.webp,機車右轉應在外側車道或右轉專用道行駛，並保持靠右順向轉彎,,,,,,
18,m_sit_078,choice_image,依據圖示，機車駕駛人遇障礙物煞車時，反應順序為何？,A→B→C,B→A→C,C→B→A,2,m_sit_078.webp,遇到障礙物煞車的正確反應順序是：發現危險(B)→執行煞車(A)→脫離危險(C),,,,,,
19,m_sit_079,choice_image,依據圖示，他們要回家，應該怎麼辦？,搭乘大眾運輸工具或親友接送,稍有醉意無妨，可以騎機車回家,離家很近，短程騎車沒有關係,1,m_sit_079.webp,飲酒後絕對不可騎車或開車，應選擇搭乘大眾運輸工具或請親友接送，以確保安全,,,,,,
20,m_sit_080,choice_image,機車駕駛人行駛途中，手機鈴聲響起，應如何處理才正確？,A,B,C,1,m_sit_080.webp,機車行駛中手機響起，應將車輛安全停妥後再接聽，切勿邊騎車邊使用手機,,,,,,
21,m_sit_081,choice_image,依據圖示，何種行為屬於違規？,機車駕駛人邊騎車邊抽菸,後座乘客側坐,以上皆是,3,m_sit_081.webp,機車駕駛人行駛中抽菸或乘客側坐均屬違規行為，嚴重影響行車安全,,,,,,
22,m_sit_082,choice_image,依據圖示，機車駕駛人應如何正確超越前車？,沒有規定,從前車右側超車,顯示左方向燈並與前車左側保持半公尺以上之間隔,3,m_sit_082.webp,機車超車應顯示左方向燈，並從前車左側超越，保持至少半公尺的安全間隔,,,,,,
23,m_sit_083,choice_image,依據圖示，機車駕駛人在哪個區域可跨越分向線超車？,A,B,Ｃ,3,m_sit_083.webp,當道路劃設虛線分向線時，才允許跨越超車實線區域則禁止跨越,,,,,,
24,m_sit_084,choice_image,依據圖示，不同車速時之視野範圍，請依車速由慢至快排列：,A→C→B,B→C→A,C→A→B,2,m_sit_084.webp,車速越快，駕駛人的視野範圍會越窄因此，視野範圍由慢至快應由廣至窄,,,,,,
25,m_sit_085,choice_image,依據圖示，機車駕駛人何時可開啟遠光燈？,A,B,Ｃ,2,m_sit_085.webp,遠光燈應在照明不良且無其他車輛對向或前方行駛時使用，避免影響他車視線,,,,,,
26,m_sit_086,choice_image,機車駕駛人行經圖中路段，何者正確？,應減速慢行，並依速限標誌指示行駛,車前路況無障礙，後行機車可以加速超越行駛,可與他車競駛、超車,1,m_sit_086.webp,機車行經路段應遵守速限標誌並減速慢行，確保行車安全，不可任意加速超越或競駛,,,,,,
27,m_sit_087,choice_image,依據圖示，機車駕駛人 A，發現違規車輛，應如何安全行駛？,不用理會違規車輛，直接通過交岔路口,注意機車動向，減速通過,按鳴喇叭後，加速行駛通過,2,m_sit_087.webp,發現違規車輛時，應注意其動向並減速通過，以確保自身行車安全，避免直接衝突或加速通過,,,,,,
28,m_sit_088,choice_image,圖中哪位機車駕駛人之行為錯誤？,A,B,Ｃ,1,m_sit_088.webp,未見圖示無法具體說明 A 的錯誤行為，但通常涉及違規超車、未戴安全帽、不遵守交通標線等,,,,,,
29,m_sit_089,choice_image,依據圖示，在平交道發生車輛故障時，處理順序為何？,A→B→C,C→B→A,B→C→A,2,m_sit_089.webp,平交道故障，應先按鈕示警並盡速將人員撤離車輛，再移開車輛或通知相關單位,,,,,,
30,m_sit_090,choice_image,依據圖示，機車駕駛人應如何安全行駛？,開啟頭燈，駛入 X 車道,開啟頭燈，駛入 Y 車道,以上皆可,2,m_sit_090.webp,機車應依循道路標線、標誌指示，選擇正確的機車行駛車道（如 Y 車道），並於必要時開啟頭燈,,,,,,
31,m_sit_091,choice_image,圖中 A、B 機車駕駛人依據號誌燈號，誰可直行或右轉行駛？,A,B,A、B,1,m_sit_091.webp,圖中 A 機車之號誌允許直行或右轉，B 機車則否,,,,,,
32,m_sit_092,choice_image,依據圖示，機車駕駛人應如何安全行駛？,加速通過,按鳴喇叭後加速通過,注意汽車動向，減速通過,3,m_sit_092.webp,行經路口應注意他車動向，減速慢行以策安全,,,,,,
33,m_sit_093,choice_image,依據圖示，機車駕駛人遇到蜂群時，應如何安全行駛？,繞道或後退離開，避免動作過大,停車拍照留念,停車驅趕蜂群,1,m_sit_093.webp,遇到蜂群應緩慢繞道或後退離開，避免刺激蜂群攻擊,,,,,,
34,m_sit_094,choice_image,依據圖示，機車駕駛人應如何行駛？,內、外側車道均可行駛,顯示方向燈後，察看後方無來車，直接變換至內側車道,減速後顯示左方向燈，察看照後鏡，確認無來車後，變換至鄰近車道,3,m_sit_094.webp,變換車道應減速、打方向燈、確認後方安全後，緩慢駛入鄰近車道,,,,,,
35,m_sit_095,choice_image,依據圖示，機車駕駛人發現人孔蓋時應如何應變？,緊急煞車,放鬆油門，穩握把手,快速變換車道，以閃避人孔蓋,2,m_sit_095.webp,遇人孔蓋應放鬆油門，穩握把手，避免緊急煞車或快速變換車道,,,,,,
36,m_sit_096,choice_image,依據圖示，機車駕駛人應如何行駛？,行駛 X 路線後，變換車道,直接變換車道，行駛 Y 路線,顯示左方向燈，並察看有無來車再變換車道，行駛 Y 路線,3,m_sit_096.webp,機車變換車道應提前顯示方向燈，並確認後方無來車後再安全變換,,,,,,
37,m_sit_097,choice_image,依據圖示，機車駕駛人在此環境中，應如何安全行駛？,A,B,C,2,m_sit_097.webp,在圖示環境中，應選擇最安全的行駛方式，通常是保持車距、注意路況,,,,,,
38,m_sit_098,choice_image,依據圖示，何者行為較安全？,A,B,Ｃ,2,m_sit_098.webp,圖示中行為 B 代表最安全的駕駛方式，通常指遵守交通規則、保持警覺,,,,,,
