原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析,,,,,,
12,c_txt-tf_012,choice_text,隨便按鳴喇叭，製造噪音，是不道德的行為,○,X,,1,,喇叭應用於警示，而非任意鳴按製造噪音隨意按鳴喇叭不僅不道德，也可能影響他人安寧,○,,,,,
13,c_txt-tf_013,choice_text,一個人飲酒後，雖然視力、聽覺以及判斷能力，都會變為遲鈍，但在其本人的感覺來說，卻很舒暢，所以酒後可以駕駛汽車,○,X,,2,,飲酒後視聽判斷能力會嚴重下降，即使自覺舒暢，也絕對不可駕駛汽車，酒駕行為嚴重危害行車安全,X,,,,,
14,c_txt-tf_014,choice_text,汽車拋錨在快車道上，雖然往來車輛甚多，對造成塞車和影響交通安全很大，但為了爭取自己的時間，只有等我趕快修好再開走,○,X,,2,,汽車在快車道拋錨應立即開啟警示燈，並盡快將車輛移至安全處，不可為己之便影響交通安全與順暢,X,,,,,
15,c_txt-tf_015,choice_text,我開車有多年經驗，技術熟練有把握，所以在開車時經常和人談笑歌唱，這是技術表現，對行車安全毫無影響,○,X,,2,,開車時應專心一意，切勿分心談笑歌唱即使技術熟練，分心駕駛仍會嚴重影響判斷及反應，危害行車安全,X,,,,,
16,c_txt-tf_016,choice_text,假使我是開客車，更要處處小心謹慎，因為人命關天，乘客的生命都操縱在我的手上,○,X,,1,,駕駛客車時，因承載多位乘客的生命安全，責任重大，更應加倍小心謹慎，確保行車絕對安全,○,,,,,
17,c_txt-tf_017,choice_text,因為我開車開得太久了，曉得開快車的危險可怕，即使乘客要求開快車趕路，但我為了行車安全，還是不能答應，並將危險可怕的教訓告訴他,○,X,,1,,駕駛人應堅持安全第一原則，不可因乘客要求而超速應耐心解釋超速危險，確保所有人員安全,○,,,,,
18,c_txt-tf_018,choice_text,開車的人如果沒有駕駛道德，是他自己的不幸，也是大家的不幸,○,X,,1,,缺乏駕駛道德不僅危及自身，也對所有用路人構成潛在威脅，導致交通事故與道路秩序混亂,○,,,,,
19,c_txt-tf_019,choice_text,遇有老弱婦孺身心障礙者搭乘計程車時，可以增加收費,○,X,,2,,載送老弱婦孺及身心障礙者應給予協助與尊重，不得藉機巧立名目增加收費，此舉違反職業道德,X,,,,,
20,c_txt-tf_020,choice_text,夜間會車時應使用近光燈,○,X,,1,,夜間會車時必須切換至近光燈，以避免強光直射對向駕駛人，造成眩光而影響行車安全,○,,,,,
21,c_txt-tf_021,choice_text,聞後車喇叭聲或顯示超車燈光，要求讓其超車時，如車前路況無障礙，應減速靠邊行駛，並顯示燈光或手勢表示允讓,○,X,,1,,接獲後車超車訊號，若前方路況安全，應減速靠邊禮讓，並以燈光或手勢回應，確保超車過程安全順暢,○,,,,,
22,c_txt-tf_022,choice_text,發現乘客遺留財物在車上時，應立即送還失主或送往最近之警察單位招領,○,X,,1,,發現乘客遺留財物，駕駛人應展現拾金不昧的道德，立即聯繫失主或送交警方處理，不可侵占,○,,,,,
23,c_txt-tf_023,choice_text,如遇老弱婦孺身心障礙者在行人穿越道上行動緩慢，應按鳴喇叭促其快速通過,○,X,,2,,遇到行人穿越道上的老弱婦孺或身心障礙者，應耐心停車禮讓，不可鳴按喇叭催促，影響其通行權益,X,,,,,
24,c_txt-tf_024,choice_text,如有外地乘客不熟悉街道，只說出目的地搭乘計程車時，可以任意在市區多繞幾個圈以增加車費收入,○,X,,2,,計程車駕駛應誠實載客，不可利用乘客不熟悉路況而刻意繞路增加車資，此舉為不道德的欺詐行為,X,,,,,
25,c_txt-tf_025,choice_text,如發現患有傳染病或攜帶惡臭物品之乘客，搭車時可藉故婉言拒載,○,X,,1,,為維護車內環境衛生及其他乘客權益，駕駛人有權婉拒載送患傳染病或攜帶惡臭物品之乘客,○,,,,,
26,c_txt-tf_026,choice_text,如發現路上有傷患倒在地上時，應即撥打電話號碼 110 或 119 通知警察或救護醫療單位前往處理,○,X,,1,,發現路上有傷患，應立即撥打 110 通知警方或 119 通知救護單位，尋求專業協助，展現人道關懷,○,,,,,
27,c_txt-tf_027,choice_text,行車不慎撞倒行人，如無傷害可立即加速逃逸以免麻煩,○,X,,2,,肇事後無論有無明顯傷害，都不可逃逸應立即停車並報警處理，肇事逃逸將面臨嚴重法律責任,X,,,,,
28,c_txt-tf_028,choice_text,遇持有白手杖或視障朋友於路上行走或通過馬路時，應扶持幫助或禮讓其優先通行,○,X,,1,,駕駛人遇到持有白手杖或視障朋友時，應主動停車禮讓其優先通行，必要時提供協助，確保其安全,○,,,,,
29,c_txt-tf_029,choice_text,在駕駛汽車前，應保持身心安定，在行駛中，要專心一意，應付行車情況,○,X,,1,,開車前應確保身心狀態穩定，行駛中更需高度專注，才能即時應變各種路況，保障行車安全,○,,,,,
30,c_txt-tf_030,choice_text,不肇事，不違反道路交通安全規則是行車安全的主要條件,○,X,,1,,不肇事且遵守所有道路交通安全規則，是確保行車安全最基本且最重要的先決條件,○,,,,,
31,c_txt-tf_031,choice_text,駕駛汽車不要強爭一分一秒，不可疏忽一分一秒,○,X,,1,,駕駛應避免搶快爭時，但對於行車安全相關的細節與警覺性，則不可有絲毫疏忽,○,,,,,
32,c_txt-tf_032,choice_text,駕駛汽車是一種手腦並用，高度勞心又勞力的工作，極易疲勞，唯有規律的生活，才能確保行車安全,○,X,,1,,駕駛是耗費身心的活動，容易疲勞駕駛人應保持規律作息，充足休息，才能確保行車時的精神與反應能力,○,,,,,
33,c_txt-tf_033,choice_text,汽車狀況與交通事故有密切關係，所以汽車各部份機件性能，應經常保持良好狀態，並依規定保養與安全檢查，是安全駕駛重要因素之一,○,X,,1,,定期保養與安全檢查汽車機件，確保車輛保持良好性能，能有效降低事故發生機率，是安全駕駛的關鍵,○,,,,,
34,c_txt-tf_034,choice_text,在行車途中如汽車發生故障，足以影響行車安全，仍可勉強行駛,○,X,,2,,汽車若發生影響行車安全的故障，應立即停靠路邊檢修，不可勉強行駛，以免造成更嚴重事故,X,,,,,
35,c_txt-tf_035,choice_text,汽車應該在每天開車前實施安全檢查，並應予定期保養,○,X,,1,,每日行車前應進行簡易安全檢查，並定期對汽車進行專業保養，確保車輛性能良好，是安全駕駛的必要環節,○,,,,,
36,c_txt-tf_036,choice_text,交通法規，是維持交通秩序，保障交通安全的一切準則，不但要瞭解，而且必需遵守才能達到秩序井然，交通安全之理想境界,○,X,,1,,交通法規是維護交通秩序與安全的基礎所有駕駛人都必須充分了解並嚴格遵守法規，方能實現理想的交通環境,○,,,,,
37,c_txt-tf_037,choice_text,在開車前，必須檢查車輛，以增進行車安全,○,X,,1,,駕駛人於每次開車前都應檢查車輛基本狀況，確保各部件正常運作，才能有效增進行車安全,○,,,,,
38,c_txt-tf_038,choice_text,駕駛人只求技術優良，對遵守交通規則不必太重視,○,X,,2,,駕駛技術再好，若不遵守交通規則，仍會導致事故遵守法規是行車安全的首要條件，優於單純的技術,X,,,,,
39,c_txt-tf_039,choice_text,汽車裝載貨物必須綑紮穩妥，是車主及駕駛人之責任，也可降低發生危險的機率,○,X,,1,,裝載貨物應確實綑紮穩妥，這是車主與駕駛人的責任，能有效防止貨物掉落，降低行車危險,○,,,,,
40,c_txt-tf_040,choice_text,身體疲勞仍繼續駕駛汽車，是發生車禍的最大原因之一,○,X,,1,,疲勞駕駛會嚴重降低駕駛人的反應速度、判斷力及注意力，是造成交通事故的重大原因之一,○,,,,,
41,c_txt-tf_041,choice_text,身心不健全的人，仍可無限制的繼續駕駛汽車,○,X,,2,,身心狀況不佳者，如影響駕駛能力，應限制或禁止其駕駛，以保障自身與他人的行車安全,X,,,,,
42,c_txt-tf_042,choice_text,駕車時無論何時、無論何處，都要注意安全,○,X,,1,,駕駛人應時刻保持高度安全意識，無論道路、天氣或時間狀況如何，安全都是最優先的考量,○,,,,,
43,c_txt-tf_043,choice_text,疲勞駕駛只要降低行車速度並不會影響安全,○,X,,2,,疲勞駕駛即使降低速度，仍會導致反應遲鈍、判斷力下降，嚴重影響行車安全充足休息才是根本,X,,,,,
44,c_txt-tf_044,choice_text,反應距離加煞車距離，就是停車距離,○,X,,1,,停車距離由駕駛人反應時間內行駛的「反應距離」與踩下煞車至完全停止的「煞車距離」組成,○,,,,,
45,c_txt-tf_045,choice_text,開車不喝酒，酒後不開車,○,X,,1,,「開車不喝酒，酒後不開車」是防止酒駕的黃金準則，駕駛人應嚴格遵守，保護自身及他人的生命安全,○,,,,,
46,c_txt-tf_046,choice_text,駕駛人駕車如因過失致人於死傷，在法律上要負刑事(判刑)、民事(賠償)及行政(吊銷駕照)等三種責任,○,X,,1,,駕駛人因過失致人死傷，將同時面臨刑事處罰、民事賠償及行政罰鍰（吊銷駕照）等三種法律責任,○,,,,,
47,c_txt-tf_047,choice_text,駕駛人駕車疏忽致人死傷，須負刑事、民事、行政之責任者，不可認為「坐牢不賠錢，賠錢不坐牢」,○,X,,1,,駕車疏忽致人死傷，駕駛人須同時承擔刑事、民事和行政責任，並非「坐牢或賠錢」二擇一,○,,,,,
48,c_txt-tf_048,choice_text,駕駛人因開車疏忽致人死傷，在法律上除了要負刑事責任外，還須負民事賠償責任,○,X,,1,,駕駛人因疏忽導致事故死傷，除刑事處罰外，還需負擔受害者的醫療、喪葬等民事損害賠償責任,○,,,,,
49,c_txt-tf_049,choice_text,開車肇事致人死傷，如果出於故意，是依故意殺人或傷害罪處理,○,X,,1,,駕車肇事若證明是出於故意行為致人死傷，則將被依《刑法》故意殺人或傷害罪論處，而非單純過失,○,,,,,
51,c_txt-tf_050,choice_text,不良的駕駛習慣都是由於不正確、不適當的自然習性養成，諸如：跟車太近、任意變換車道超車、搶道轉彎、開快車超速或匆忙駕駛等都是常見錯誤的行車動作,○,X,,1,,不良駕駛習慣如跟車太近、任意變換車道、搶道、超速等，皆源於錯誤行為養成，極易導致交通事故,○,,,,,
52,c_txt-tf_051,choice_text,轉向未先顯示方向燈、未注意後方來車等均是車輛轉彎肇事的主要原因,○,X,,1,,轉彎前未打方向燈、未注意後方及側邊來車，是導致轉彎事故的主要原因，務必養成正確轉彎習慣,○,,,,,
53,c_txt-tf_052,choice_text,駕車起駛進入車道或變換車道前，應先顯示方向燈，注視照後鏡及頭部擺動察看隔鄰車道汽車動態，藉以消除照後鏡之盲點,○,X,,1,,起駛或變換車道前，務必打方向燈、觀察後照鏡並轉頭確認盲點區，確保安全無虞才可變換,○,,,,,
54,c_txt-tf_053,choice_text,高速行駛時，駕駛人的視線自然易於忽略兩側及近前之事物，因此駕駛人應提高警覺、擴大視野並避免超速,○,X,,1,,高速行駛會造成視野變窄，駕駛人需提高警覺、擴大掃視範圍，並嚴格避免超速，確保反應時間,○,,,,,
55,c_txt-tf_054,choice_text,"公路長隧道為一種特殊空間，呈現密閉化、地下化等特性，發生火災時其溫度往往超過 1,000℃，若發生事故，可能引發重大災害",○,X,,1,,長隧道密閉特性使火災溫度極高，一旦發生事故可能釀成重大災害，因此行駛於內需格外小心,○,,,,,
56,c_txt-tf_055,choice_text,長隧道內禁止載運危險物品、超長、超寬、超高、及超重汽車行駛,○,X,,1,,長隧道內禁止危險物品、超長、超寬、超高、超重車輛通行，以維護隧道結構安全及避免意外,○,,,,,
57,c_txt-tf_056,choice_text,汽車行駛於隧道內，不得從車內向外拋擲物品,○,X,,1,,隧道內嚴禁向外拋擲物品，此舉不僅污染環境，更可能擊中後方車輛或行人，引發交通事故,○,,,,,
58,c_txt-tf_057,choice_text,汽車行駛於隧道內，禁止任意變換車道,○,X,,1,,隧道內光線變化、空間有限，為確保行車安全與順暢，禁止任意變換車道，應保持原車道行駛,○,,,,,
59,c_txt-tf_058,choice_text,汽車行駛於長隧道內，中途嚴禁停車添加燃油,○,X,,1,,長隧道內嚴禁停車添加燃油，以免發生燃油洩漏或引發火災，危害隧道內所有用路人安全,○,,,,,
60,c_txt-tf_059,choice_text,汽車進入隧道內，因隧道內光線較為昏暗，應開亮頭燈,○,X,,1,,進入隧道時，由於光線昏暗，應開啟頭燈以提高能見度，方便自身看清路況，也讓他人看見你的車輛,○,,,,,
61,c_txt-tf_060,choice_text,汽車在隧道內遇事故時，儘可能將汽車停放於路邊設置之緊急停車彎，並開啟危險警告燈,○,X,,1,,隧道內遇事故應盡速將車輛移至緊急停車彎，並開啟危險警告燈，以避免二次事故並利於救援,○,,,,,
62,c_txt-tf_061,choice_text,若汽車因故停滯於長隧道內，而導致空氣品質不佳或有害氣體濃度過高時，用路人應暫時將座車熄火，以減少廢氣產生,○,X,,1,,隧道內車輛停滯造成廢氣累積時，應熄火減少排放，以改善空氣品質，維護人員健康,○,,,,,
63,c_txt-tf_062,choice_text,行經長隧道內若遇火災，應保持鎮定，車輛立即向隧道兩側停靠，讓出通道以利救災車輛進入,○,X,,1,,隧道火災時，應保持冷靜，將車輛靠邊停妥，預留中央通道供救災車輛通行，並盡速逃生,○,,,,,
64,c_txt-tf_063,choice_text,行駛於長隧道內若發生火災時，應熄火停車，所有人員攜帶貴重物品下車，鑰匙留置車內，並不得上鎖，以便搶救人員移置車輛,○,X,,1,,隧道火災時，熄火停車、帶貴重物品下車、車鑰匙留在車內且不上鎖，是方便救援人員移車的關鍵步驟,○,,,,,
65,c_txt-tf_064,choice_text,汽車行駛於長隧道遇發生火災時，為降低火災產生黑煙之危害，逃生時應儘量降低身形，往車行反方向疏散,○,X,,1,,隧道火災逃生時應降低身形，避免吸入濃煙，並逆著車流方向往安全處疏散，遠離煙霧與火源,○,,,,,
66,c_txt-tf_065,choice_text,癲癇疾病患者，檢具醫療院所醫師出具最近二年以上未發作診斷證明書者，得報考機車及普通小型車駕照,○,X,,1,,癲癇患者若能提供二年內無發作證明，經醫師評估無礙者，可依法規報考機車及普通小型車駕照,○,,,,,
67,c_txt-tf_066,choice_text,酒精、麻醉劑或興奮劑中毒者，不得參加駕駛執照考驗,○,X,,1,,酒精、麻醉劑或興奮劑中毒者，其判斷與反應能力受損，為確保考驗安全，不得參加駕駛執照考驗,○,,,,,
68,c_txt-tf_067,choice_text,小型貨車裝載貨物，由地面算起，高度不得超過 2.85 公尺,○,X,,1,,小型貨車載貨高度有限制，由地面算起不得超過 2.85 公尺，以確保行車穩定及通過性,○,,,,,
69,c_txt-tf_068,choice_text,小型貨車裝載貨物，由地面算起，高度不得超過 3 公尺,○,X,,2,,小型貨車載貨高度限制為由地面算起不得超過 2.85 公尺，3 公尺是錯誤的資訊,X,,,,,
70,c_txt-tf_069,choice_text,裝載容易滲漏、飛散或有惡臭氣味之貨物，能防止其發洩者，應嚴密封固並有適當之裝置,○,X,,1,,運載易滲漏、飛散或惡臭貨物，必須嚴密封固並採取適當防護措施，避免污染或危害其他用路人,○,,,,,
71,c_txt-tf_070,choice_text,汽車車廂以外不得載人,○,X,,1,,為確保乘載人員安全，汽車嚴禁在車廂以外的貨物或車頂等處載人，此為嚴重違規行為,○,,,,,
72,c_txt-tf_071,choice_text,駕駛執照考驗，路考 70 分及格,○,X,,1,,駕駛執照的路考評分標準為 70 分及格考生需達到此分數才能通過考驗，取得駕照,○,,,,,
73,c_txt-tf_072,choice_text,汽車不得有車身破損、鬆動或車門不能關閉的情形,○,X,,1,,車輛應保持良好狀態，車身破損、部件鬆動或車門無法關閉均屬安全隱患，應立即維修,○,,,,,
74,c_txt-tf_073,choice_text,汽車非經公路監理機關核准，不得擅自附掛拖車行駛,○,X,,1,,汽車附掛拖車須經公路監理機關核准並登記，私自附掛屬違規行為，影響行車安全,○,,,,,
75,c_txt-tf_074,choice_text,加強道路交通管理，維護交通秩序，是確保交通安全之要務,○,X,,1,,透過強化道路交通管理與維護秩序，能夠有效減少事故發生，是保障交通安全的核心工作,○,,,,,
76,c_txt-tf_075,choice_text,標誌是指管制道路交通，表示警告、禁制、指示，而在路面上勘劃之線條或文字,○,X,,2,,標誌是設立於道路旁，用圖案或文字傳達警告、禁制、指示的牌面；路面上的線條文字稱為標線,X,,,,,
77,c_txt-tf_076,choice_text,汽車所有人、駕駛人，接獲違反道路交通管理事件通知單後，於 30 日內得不經裁決，逕依罰鍰基準規定，向指定處所繳納結案,○,X,,1,,收到交通違規通知單，若無異議，可在 30 天內依規定繳納罰鍰結案，免經裁決程序,○,,,,,
78,c_txt-tf_077,choice_text,已領有大貨車駕駛執照者，得駕駛曳引車及小型車,○,X,,2,,大貨車駕照不能駕駛曳引車，需另外考取聯結車駕照但可駕駛小型車因此題目為 X,X,,,,,
79,c_txt-tf_078,choice_text,受終身不得考領駕駛執照之處分者，不得參加駕駛執照考驗但符合特定條件，且所受吊銷駕駛執照處分，執行已逾相關規定期間者，不在此限,○,X,,1,,終身不得考照者，原則上不能再考，但若符合特定條件並經規定期間，仍有機會重新申請考驗,○,,,,,
80,c_txt-tf_079,choice_text,汽車在同一車道行駛時，後車駕駛人須隨時注意前車之動向，並應與前車保持隨時可以煞停之距離,○,X,,1,,後車應時刻觀察前車動態，並保持足以安全煞停的車距，以應變突發狀況，避免追撞,○,,,,,
81,c_txt-tf_080,choice_text,領有駕駛執照之駕駛人，在駕照有效期間內，得憑原照換領同等車類之國際駕駛執照,○,X,,1,,駕駛人領有有效駕照，可在其有效期間內，憑原照申請換領同等車類的國際駕駛執照,○,,,,,
82,c_txt-tf_081,choice_text,特種車除因其專門用途使用時必須附載之人員物品外，不得用以裝載客貨行駛,○,X,,1,,特種車輛僅限於其專門用途使用時，才能附載相關人員物品，不得用於一般客貨運輸,○,,,,,
83,c_txt-tf_082,choice_text,駕駛執照失效，應即繳回當地公路監理機關,○,X,,1,,駕駛執照失效後，駕駛人應立即將執照繳回當地公路監理機關進行註銷,○,,,,,
84,c_txt-tf_083,choice_text,駕駛人死亡時，應由關係人將駕駛執照繳回當地公路監理機關,○,X,,1,,駕駛人死亡時，其關係人有義務將駕駛執照繳回當地公路監理機關處理,○,,,,,
85,c_txt-tf_084,choice_text,裝載貨物，應捆紮牢固，堆放平穩,○,X,,1,,裝載貨物必須確保捆紮牢固，堆放平穩，以避免行駛途中貨物鬆脫或掉落，影響行車安全,○,,,,,
86,c_txt-tf_085,choice_text,不依規定或利用不正當手段考領之駕駛執照，公路監理機關即行註銷並追繳之,○,X,,1,,若駕駛執照是以不符規定或不正當手段考領，公路監理機關將立即註銷並追繳該執照,○,,,,,
87,c_txt-tf_086,choice_text,領有互惠國發給之國際駕駛執照，在有效期間內，在我國境內停留超過 30 天以上者，須向監理機關辦理簽證後，始可駕車,○,X,,1,,持互惠國國際駕照在台停留超過 30 天者，須向監理機關辦理簽證後，才可合法駕車,○,,,,,
88,c_txt-tf_087,choice_text,汽車所有人明知駕駛人有酒精濃度超過規定標準、吸食毒品、迷幻藥等而不予禁止駕駛者，除處罰鍰外，並吊扣該汽車牌照 2 年,○,X,,1,,汽車所有人若明知駕駛人酒駕或毒駕而不予禁止，除罰鍰外，該汽車牌照將被吊扣 2 年,○,,,,,
89,c_txt-tf_088,choice_text,汽車駕駛人，連續駕車超過 8 小時，如應歸責於汽車所有人者，吊扣其汽車牌照 3 個月,○,X,,1,,駕駛人連續駕車超過 8 小時，若責任歸屬於汽車所有人，該汽車牌照將被吊扣 3 個月,○,,,,,
90,c_txt-tf_089,choice_text,在開車前，不必檢查機件，以免耽誤行車時間,○,X,,2,,開車前必須確實檢查車輛機件狀況，確保行車安全，不可因趕時間而省略檢查,X,,,,,
91,c_txt-tf_090,choice_text,汽車喇叭音量不可過高，應遵守規定限制,○,X,,1,,汽車喇叭的音量有規定限制，不得過高，以免造成噪音污染或影響他人,○,,,,,
92,c_txt-tf_091,choice_text,汽車按鳴喇叭，應以單響為原則,○,X,,1,,按鳴喇叭應以單響為原則，並應控制鳴按時間，避免過度使用,○,,,,,
93,c_txt-tf_092,choice_text,駕駛執照，是由駕駛人向公路監理機關，申請登記考驗及格後發給,○,X,,1,,駕駛執照必須經由駕駛人向公路監理機關提出申請、通過考驗合格後才能核發取得,○,,,,,
94,c_txt-tf_093,choice_text,抗拒執行交通勤務之警察，或依法執行交通稽查人員之稽查取締，因而引起傷害或死亡者，除罰鍰及吊銷駕照外，並終身不得再考領駕照但符合特定條件，且所受吊銷駕駛執照處分，執行已逾相關規定期間者，不在此限,○,X,,1,,抗拒交通警察或稽查人員取締致傷亡，除罰鍰、吊銷駕照，原則終身不得再考領駕照,○,,,,,
95,c_txt-tf_094,choice_text,駕駛執照遺失或損毀時，應向公路監理機關申辦補發或換發,○,X,,1,,駕駛執照若遺失或損毀，駕駛人應即時向公路監理機關申辦補發或換發手續,○,,,,,
96,c_txt-tf_095,choice_text,裝載危險性之物品，停車時應停在空曠陰涼場所，並須與其他車輛隔離，裝箱外面應粘貼顯明之危險品標籤,○,X,,1,,裝載危險物品停車應選擇空曠陰涼處，與他車保持距離，並在箱外黏貼顯明危險品標籤,○,,,,,
97,c_txt-tf_096,choice_text,客車上下旅客，應緊靠路邊右側，並不得妨礙行車路線,○,X,,1,,客車在上下旅客時，應緊靠路邊右側停車，並且不得妨礙其他車輛的行車路線,○,,,,,
98,c_txt-tf_097,choice_text,在峻狹坡路，下坡車未讓上坡車先行，或上坡車在坡下未讓已駛至中途之下坡車駛過而爭先上坡，或在山路行車，靠山壁車未讓道路外緣車優先通過者，均處以罰鍰,○,X,,1,,峻狹坡路會車應依規定禮讓，下坡讓上坡，或在坡下讓已到中途之下坡車，山路靠山壁讓外緣車,○,,,,,
99,c_txt-tf_098,choice_text,小客車座位包括駕駛人在內為 9 座以下,○,X,,1,,小客車的定義是指包含駕駛人在內，座位數在 9 座或 9 座以下的車輛,○,,,,,
100,c_txt-tf_099,choice_text,職業駕駛執照，應自發照之日起，每滿兩年審驗 1 次?,○,X,,2,,職業駕駛執照應自發照之日起，每滿三年審驗 1 次，而非每滿兩年審驗 1 次,X,,,,,
101,c_txt-tf_100,choice_text,制定道路交通管理處罰條例是為了要加強道路交通管理，維護交通秩序，確保交通安全,○,X,,1,,制定道路交通管理處罰條例旨在加強交通管理，維護秩序，確保用路人交通安全,○,,,,,
102,c_txt-tf_101,choice_text,人行天橋及人行地下道、行人穿越道等，非不得已才供行人通行,○,X,,2,,人行天橋、人行地下道及行人穿越道等，是專門提供行人安全通行的設施，應優先使用,X,,,,,
103,c_txt-tf_102,choice_text,交通標誌及標線，是表示警告、禁制、指示等功效,○,X,,1,,交通標誌與標線的主要功能在於提供警告、禁制和指示資訊，引導用路人遵守,○,,,,,
104,c_txt-tf_103,choice_text,汽車駕駛人駕車肇事，無人受傷或死亡，應依規定處置，若逃逸者，除處罰鍰外，並吊扣其駕駛執照,○,X,,1,,汽車駕駛人肇事無人傷亡，若逃逸者，除處罰鍰外，其駕駛執照將被吊扣,○,,,,,
105,c_txt-tf_104,choice_text,駕駛人除應遵守交通標誌標線及號誌之指示外，並應服從交通警察或依法令執行交通稽查任務人員之指揮,○,X,,1,,駕駛人除了遵守交通標誌、標線及號誌外，也必須服從交通警察或稽查人員的指揮,○,,,,,
106,c_txt-tf_105,choice_text,報廢登記之汽車仍行駛者，處汽車所有人罰鍰，並禁止其行駛，車輛並沒入之,○,X,,1,,報廢登記的汽車若仍行駛於道路上，汽車所有人將被罰鍰，車輛禁止行駛並沒入,○,,,,,
107,c_txt-tf_106,choice_text,汽車駕駛人允許無駕照之人駕駛其車輛者，吊扣其駕駛執照,○,X,,1,,汽車駕駛人若允許無駕駛執照者駕駛其車輛，其本人的駕駛執照將會被吊扣,○,,,,,
108,c_txt-tf_107,choice_text,駕車不依規定通過行人穿越道，致使行人傷亡時，依法應負刑責者加重其刑至二分之一,○,X,,1,,駕車不依規定通過行人穿越道，致行人傷亡時，依法律規定應負之刑責將加重二分之一,○,,,,,
109,c_txt-tf_108,choice_text,檢舉汽車肇事或協助救護肇事受傷者，以及優良駕駛人，政府均訂有獎勵辦法,○,X,,1,,政府為鼓勵見義勇為及表揚守法用路人，設有檢舉肇事、救護傷者及優良駕駛人的獎勵辦法,○,,,,,
110,c_txt-tf_109,choice_text,汽車駕駛人駕車肇事，致人重傷或死亡而逃逸者，吊銷其駕駛執照，並不得再考領但符合特定條件，且所受吊銷駕駛執照處分，執行已逾相關規定期間者，不在此限,○,X,,1,,汽車駕駛人肇事致重傷或死亡而逃逸者，其駕駛執照將被吊銷，原則終身不得再考領,○,,,,,
111,c_txt-tf_110,choice_text,貨車駕駛室或小客車前座，裝載人數並無限制,○,X,,2,,貨車駕駛室或小客車前座的載客人數，應依行車執照核定，並非沒有限制,X,,,,,
112,c_txt-tf_111,choice_text,駕車闖紅燈因而肇事致人重傷者，無須吊扣其駕照,○,X,,2,,駕車闖紅燈因而肇事致人重傷者，依規定應吊扣其駕駛執照，而非無須吊扣,X,,,,,
113,c_txt-tf_112,choice_text,汽車駕駛人駕車肇事，無人受傷或死亡應依規定處理，逃逸者，除處罰鍰並吊銷其駕駛執照,○,X,,2,,汽車駕駛人肇事無人傷亡而逃逸者，應處罰鍰並吊扣駕駛執照，而非吊銷,X,,,,,
