原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析,,,,,,
23,m_hzd_023,choice_video,身為騎士的您，如遇行人在公車後方隨意穿越馬路，應如何行駛較安全?,減速慢行，按鳴喇叭，使行人避讓,減速慢行，並注意行人動態,減速慢行，行人違規所以無須禮讓,2,m_hzd_023.webm,遇行人從公車後方穿越馬路，應減速慢行並密切注意行人動態，確保其安全,,,,,,
24,m_hzd_024,choice_video,身為騎士的您，行近路口時見前方車輛煞車燈亮起並遮蔽視線時，應如何行駛較安全?,先減速，察看左右來車，確認已無來車後再通行,緊貼左方車輛行駛作為屏障可繼續直行,維持原車速度繼續直行,1,m_hzd_024.webm,行近路口遇前方車煞車且視線被遮蔽，應先減速，確認左右無來車後再通行，確保安全,,,,,,
25,m_hzd_025,choice_video,身為騎士的您，在影片中看到路旁有遊覽車停等，採取哪個行為較不妥適?,注意路邊停等遊覽車輛動向,受大型車輛遮蔽視線，須注意行人穿越道路,注意路旁停靠遊覽車，維持原速直行,3,m_hzd_025.webm,遇大型車輛停等會遮蔽視線，應減速慢行，注意其動向及可能穿越的行人，維持原速直行是錯誤行為,,,,,,
26,m_hzd_026,choice_video,身為騎士的您，當行經山區彎道時，應如何行駛較安全?,為順利過彎，壓低重心加速行駛,按鳴喇叭，提醒對向車輛避讓,減速慢行，提前注意彎道對向車輛行駛動態，並避免緊急煞車,3,m_hzd_026.webm,行經山區彎道，應減速慢行，提前注意對向來車動態，並避免緊急煞車，確保行車穩定,,,,,,
27,m_hzd_027,choice_video,身為騎士的您，遇前方道路施工，右前方車輛突變換車道時，應如何行駛較安全?,須注意前方車輛行駛動向，減速慢行以利避讓,加速行駛超越前車，避免影響後方車流,不須理會前方車輛行駛動向，維持原本的速度行駛即可,1,m_hzd_027.webm,遇道路施工且前車變換車道，應注意其動向，減速慢行以利自身避讓，確保安全,,,,,,
28,m_hzd_028,choice_video,身為騎士的您，遇前方車輛倒車駛入停車格，應如何行駛較安全?,按鳴喇叭，使前方車輛加速駛入停車格，以免影響後方車流,減速後不顯示方向燈和擺頭察看左右來車，直接變換車道,保持安全距離先行停等，待前方車輛駛入停車格後再繼續行駛,3,m_hzd_028.webm,遇前方車輛倒車入庫，應保持安全距離停等，待其完成動作後再繼續行駛，避免干擾或碰撞,,,,,,
29,m_hzd_029,choice_video,身為騎士的您，如遇見公車未顯示方向燈即變換車道並右轉，應如何行駛較安全?,趁公車尚未完全變換車道及轉彎時，顯示右方向燈後，從右側超越公車後直行,應與公車保持安全距離並減速慢行，觀察公車動態後再行駛,察覺公車要變換車道及右轉時，顯示左方向燈後，即可從左側超車,2,m_hzd_029.webm,遇公車未打方向燈變換車道右轉，應保持安全距離並減速慢行，觀察其動態後再安全行駛,,,,,,
30,m_hzd_030,choice_video,身為騎士的您，行經影片中的交岔路口欲右轉，遇見公車右轉未顯示方向燈時，應如何行駛較安全?,與公車保持相同速度，並緊鄰公車右側一起右轉,減速慢行，並與公車保持安全距離間隔，待公車轉彎後再行右轉,顯示左轉方向燈變換車道，自公車左側超越後右轉,2,m_hzd_030.webm,行經路口欲右轉遇公車未打方向燈右轉，應減速慢行，與公車保持安全距離，待其轉彎後再行,,,,,,
31,m_hzd_031,choice_video,身為騎士的您，行經交岔路口時，看見機車騎士違規左轉，應如何行駛較安全?,維持相同速度直接通過路口,按鳴喇叭，示警對方避讓,減速慢行，並做隨時停車之準備,3,m_hzd_031.webm,行經路口遇他車違規左轉，應減速慢行，並隨時準備停車，以避免碰撞，確保自身安全,,,,,,
32,m_hzd_032,choice_video,身為騎士的您，如遇見影片中機車騎士違規行駛，應如何行駛較安全?,減速慢行，觀察該車輛動向並做隨時停車之準備,只要自己沒違規，看到其他車輛違規便無須理會,看到車輛衝出，按鳴喇叭使其避讓，無須做煞停準備,1,m_hzd_032.webm,遇他車違規行駛，應減速慢行，觀察其動向並隨時準備停車，以防突發狀況,,,,,,
33,m_hzd_033,choice_video,身為騎士的您，行經影片中的交岔路口欲左轉時，以下敘述何者錯誤?,行經路口應減速慢行，左右擺頭觀察道路車輛及行人動向，確保安全後再左轉，並做隨時停車之準備,應距交岔路口 30 公尺前顯示方向燈或手勢，行至交岔路口中心處左轉,在交岔路口 30 公尺前顯示方向燈或手勢後即可轉彎不用減速,3,m_hzd_033.webm,左轉應於路口 30 公尺前打方向燈，並減速慢行至路口中心，觀察確認安全後才可轉彎，不可不減速,,,,,,
34,m_hzd_034,choice_video,身為騎士的您，行駛至影片交岔路口欲左轉時，應如何行駛較安全?,距交岔路口 30 公尺前顯示方向燈或手勢，確認前後及對向無來車後，無須行駛至路口中心直接左轉，避免影響後方車流,距交岔路口 30 公尺前顯示方向燈或手勢，並減速行駛至交岔路口中心處，確認前後及對向無來車與行人後再左轉,距交岔路口 30 公尺前顯示方向燈或手勢並減速行駛至行人穿越道，察看無來車及行人後即可左轉,2,m_hzd_034.webm,左轉應於路口 30 公尺前打方向燈並減速，行駛至路口中心，確認來車與行人動態後再轉彎,,,,,,
35,m_hzd_035,choice_video,身為騎士的您，行經設有機車待轉區之路口時，應如何行駛較安全?,先減速，按鳴喇叭示意機車待轉區內之機車退讓,先減速，並注意機車待轉區內之機車,維持原行駛速度，並繞過停等之機車，直接通過路口,2,m_hzd_035.webm,行經機車待轉區路口，應減速並注意區內機車動態，預防其起步或轉彎時的潛在危險,,,,,,
36,m_hzd_036,choice_video,身為騎士的您，當行駛於彎道上，下列敘述何者為非？,應有防禦駕駛的觀念，入彎前減速慢行預測接下來的道路可能有障礙物,應加速通過，避免速度過慢遭後車撞擊,應隨時留意對向車道車輛可能會違規跨越分向限制線,2,m_hzd_036.webm,行駛彎道應減速慢行並注意路況與對向來車，加速通過不僅危險且非防禦駕駛觀念,,,,,,
37,m_hzd_037,choice_video,身為騎士的您，遇道路施工修補，應如何因應較為妥適？,減速慢行通過,迅速靠左行駛閃避障礙物,快速通過，避免阻塞交通,1,m_hzd_037.webm,遇道路施工修補，應減速慢行通過，以防路面不平或施工人員、機具造成危險,,,,,,
38,m_hzd_038,choice_video,身為騎士的您，行駛過程中接獲行動電話，應如何因應較為妥適?,邊騎車邊接聽，避免漏接重要電話,應先將手機拿起查看來電者，重要電話再接聽,應停靠至路邊安全位置後，熄火再接聽,3,m_hzd_038.webm,行車中接獲電話，應先停靠至路邊安全處，熄火後再接聽，確保行車安全與專注,,,,,,
39,m_hzd_039,choice_video,身為騎士的您，遇前車騎車接聽電話，應做何處置較適當？,按鳴喇叭，示意對方注意安全,減速慢行並隨時注意前車及左右狀況，確認安全無虞後再超車,拿起手機跟隨拍照蒐證，向警方檢舉,2,m_hzd_039.webm,遇前車騎車接聽電話，應減速慢行，注意其動態，確認安全後再超車，保持距離避免危險,,,,,,
40,m_hzd_040,choice_video,身為騎士的您，如綠燈時看到左前方汽車煞車減速，下列敘述何者為非？,注意紅綠燈狀況後，便可通過路口,可能有人、車或動物等闖入車道，我們應做隨時煞車減速之準備,可能道路路面有異物或施工，我們應減速慢行小心留意,1,m_hzd_040.webm,綠燈時前方車輛煞車減速，表示路口可能有突發狀況，應預做煞車減速準備，不可只看燈號,,,,,,
41,m_hzd_041,choice_video,身為騎士的您，行經號誌化路口時遇左前方汽車遮蔽視線，應如何行駛較為妥適？,注意本車車道狀況安全後，便可直行通過,視線可能被前車遮蔽，要留意對向來車左轉,綠燈時，本車擁有絕對路權可以直行通過,2,m_hzd_041.webm,行經路口視線被前車遮蔽時，應提高警覺，特別留意對向左轉來車，預防潛在衝突,,,,,,
42,m_hzd_042,choice_video,身為騎士的您，遇有左方機車超越本車，應如何因應較為妥適？,應與前方機車保持隨時可煞停之距離,注意前方車輛狀況後，可從左側閃避通過,為避免碰撞，應先按鳴喇叭，示警對方避讓,1,m_hzd_042.webm,遇他車超越，應與前方車輛保持安全煞停距離，以應對突發狀況，維持行車安全,,,,,,
43,m_hzd_043,choice_video,身為騎士的您，在車道中看到左前方車輛煞車減速，下列敘述何者正確？,注意左前方車輛動向，預作減速煞車準備,靠右行駛加速通過，避開可能危險,按鳴喇叭，提醒左前方車輛後，加速通過,1,m_hzd_043.webm,看到前方車輛煞車減速，應立即注意其動向，並預做減速或煞車準備，以防事故,,,,,,
44,m_hzd_044,choice_video,身為騎士的您，遇前方車輛顯示方向燈隨即右轉，應如何因應較為妥適？,向左繞行避開危險,直行快速通過,減速慢行，作隨時停車之準備,3,m_hzd_044.webm,前方車輛右轉時應減速慢行，保持安全距離，並隨時準備停車，以防範突發狀況,,,,,,
45,m_hzd_045,choice_video,身為騎士的您，如遇對向車道有機車突然左轉彎駛入加油站時，應如何因應較為妥適？,隨時注意對向車道車輛動向，預作煞車減速等措施,直行車路權相較轉彎車大，應直行通過,迅速靠左行駛，避免發生車輛碰撞,1,m_hzd_045.webm,應隨時注意對向車道車輛動向，預判轉彎行為，並預作煞車減速準備，確保行車安全,,,,,,
46,m_hzd_046,choice_video,身為騎士的您，行經無號誌路口，遇前方機車煞車燈亮起，應如何因應較為妥適?,行經無號誌路口時，可能遇有橫向直行車，先到路口者即有優先路權,除了注意前方車輛狀況外，橫向車輛也要注意,遇橫向車道有來車時，左方車應讓右方車先行，故本車不必禮讓,2,m_hzd_046.webm,行經無號誌路口除了注意前方，更要警覺橫向車輛動態，減速慢行確保路口安全,,,,,,
47,m_hzd_047,choice_video,身為騎士的您，行經閃光號誌路口，遇橫向車道有來車，應如何因應較為妥適?,遇閃光黃燈號誌，應減速慢行，小心通過,加快速度，直行通過,本車行駛於閃光黃燈號誌之車道，擁有優先路權可以直行通過,1,m_hzd_047.webm,閃光黃燈號誌代表警告，應減速慢行，並確認橫向交通安全後再通過，不可搶快,,,,,,
48,m_hzd_048,choice_video,身為騎士的您，行駛在昏暗的道路上，行經閃光號誌路口，以下騎車行為何者較為妥適?,天色昏暗時，應開啟頭燈，並留意道路上是否有障礙物,注意本車車道狀況安全後，便可直行通過,行經路口遇橫向來車，應按鳴喇叭，使對方避讓,1,m_hzd_048.webm,天色昏暗時務必開啟頭燈，提升能見度，並保持警覺留意道路上的障礙物與路況,,,,,,
49,m_hzd_049,choice_video,身為騎士的您，行經閃光號誌路口，遇前方汽車煞車燈亮起，下列敘述何者為非?,遇閃光黃燈號誌，應減速慢行，小心通過,除了注意前方狀況外，對向及橫向車輛也要注意,同樣是直行車，左方車應暫停讓右方車先行，故我應禮讓右方車優先通行,3,m_hzd_049.webm,行經閃光黃燈路口應減速慢行，除了注意前方，對向及橫向車輛狀況也需一併留意,,,,,,
50,m_hzd_050,choice_video,身為騎士的您，行經閃光號誌路口，如遇前方汽車煞車燈亮起，應該如何因應較為妥適?,本車行駛於閃光黃燈號誌之車道，擁有優先路權可以直行通過,除了注意前方狀況外，對向及橫向車輛也要注意,行經路口，所有車輛減速時，機車機動性強，可立即催油門搶先通過,2,m_hzd_050.webm,閃光黃燈路口應減速慢行，除了注意前方車輛煞車，對向及橫向車輛動態也需全面注意,,,,,,
51,m_hzd_051,choice_video,身為騎士的您，遇機車未顯示方向燈即駛入本車道，應如何因應較為妥適?,按鳴喇叭搶快行駛，使對方避讓,減速慢行，並做隨時煞車之準備,為避免碰撞，應從右側閃避通過,2,m_hzd_051.webm,遇他車未顯示方向燈即變換車道，應立即減速慢行並準備煞車，避免危險，保障安全,,,,,,
52,m_hzd_052,choice_video,身為騎士的您，遇右側車道汽車煞車燈亮起，應如何因應較為妥適？,視線遮蔽處可能有人、車或動物等闖入車道，我們應做隨時煞車減速之準備,可能右側汽車準備路邊停車，直行行駛通過即可,迅速靠左行駛，避免與突然闖入車道之車輛碰撞,1,m_hzd_052.webm,右側車輛煞車燈亮起可能前方有狀況或障礙物，應減速並隨時準備煞車，做好防禦駕駛,,,,,,
53,m_hzd_053,choice_video,身為騎士的您，如遇影片左邊快車道車輛顯示方向燈，該如何反應？,行經路口前應注意快車道車輛動態，預作減速、停車等措施,連續按鳴喇叭，阻止快車道車輛進入,確保自己安全無虞，就可繼續直行,1,m_hzd_053.webm,行經路口前應注意相鄰車道車輛動態，尤其顯示方向燈者，預作減速、停車等措施,,,,,,
54,m_hzd_054,choice_video,身為騎士的您，如遇見影片左邊內車道車輛顯示方向燈，下列何者反應為非？,只要專心注意前方有無來車即可,注意相鄰車輛狀況，預作煞車準備,除注意車前狀況外，當身旁出現車輛時應留意其動向,1,m_hzd_054.webm,駕駛時除了車前狀況，更應留意周遭相鄰車輛動態，尤其是其方向燈指示，預作煞車準備,,,,,,
55,m_hzd_055,choice_video,身為騎士的您，於號誌路口起步時應注意事項，下列何者正確？,只要注意紅綠燈號，綠燈亮起就代表可以通行,看到綠燈亮起要快速通過才不會被後車按鳴喇叭催促,綠燈亮起雖然代表可以通過，但仍應注意是否會有闖紅燈車輛,3,m_hzd_055.webm,綠燈起步時，仍應左右察看有無闖紅燈或未淨空路口車輛，確認安全後再緩慢起步,,,,,,
56,m_hzd_056,choice_video,身為騎士的您，在路口停等紅燈時，下列何者正確？,可以利用停等紅燈時查看手機,察看四周是否有新的廣告招牌,起步前左右擺頭，留意是否有違規車輛,3,m_hzd_056.webm,停等紅燈時應保持專注，起步前左右擺頭察看路口，留意是否有違規車輛或行人,,,,,,
57,m_hzd_057,choice_video,身為騎士的您，行經路口遇有違規車輛，以下敘述何者正確?,加快車速並連續按鳴喇叭警告違規車輛須禮讓,行經路口時應注意其他車輛動態，預作減速、停車等措施,加快車速緊跟著大型車才能順利通過路口,2,m_hzd_057.webm,行經路口遇有違規車輛，應以自身安全為優先，減速並預作停車準備，避免發生碰撞,,,,,,
58,m_hzd_058,choice_video,身為騎士的您，如遇見影片中有機車紅燈右轉，該如何反應？,遇到路口應減速慢行，觀察旁邊車輛動向並做隨時停車之準備,機車違規闖紅燈右轉在先，我仍可繼續直行,為了阻止對方機車違規，所以我要搶先前進，使對方讓道,1,m_hzd_058.webm,路口應減速慢行，觀察周遭車輛動向，即使他車違規，仍需防禦駕駛，準備隨時停車,,,,,,
59,m_hzd_059,choice_video,身為騎士的您，遇有機車於分向限制線缺口逆向竄出時，應採取何種動作較為妥適?,按鳴喇叭警示，從右側直接加速超越,應減速並作隨時停車之準備,只要自己沒違規，維持等速繼續直行,2,m_hzd_059.webm,遇他車於分向限制線缺口逆向竄出，應立即減速並作隨時停車之準備，避免發生事故,,,,,,
60,m_hzd_060,choice_video,身為騎士的您，行經路口欲左轉時，發現左後方有來車，以下敘述何者為是?,轉彎時應提前顯示方向燈並注意照後鏡、轉頭察看,只要顯示方向燈提醒其他車輛，就可以馬上轉彎,為順利左轉彎，可以提前跨越分向限制線,1,m_hzd_060.webm,左轉前應提前顯示方向燈，並透過照後鏡與轉頭察看左後方有無來車，確保轉彎安全,,,,,,
61,m_hzd_061,choice_video,身為騎士的您，左側來車違規跨越分向限制線，應如何行駛較為妥適？,因對方違規，應連續按鳴喇叭，使對方避讓,減速慢行，並做隨時停車之準備,為了阻止對方違規，所以我要搶先前進，使對方讓道,2,m_hzd_061.webm,遇他車違規跨越車道，應以防禦駕駛為原則，減速慢行並準備隨時停車，避免碰撞,,,,,,
62,m_hzd_062,choice_video,身為騎士的您，當左側來車未顯示方向燈及未保持車距超車，應如何反應較為妥適？,注意前方路況，乖乖行駛在我方車道就沒有危險,車道狹小且車輛很多，要連續按鳴喇叭提醒他人提高警覺,除了注意車前狀況，也要隨時注意照後鏡，預先做減速準備,3,m_hzd_062.webm,除了注意前方路況，駕駛應隨時察看照後鏡，預判他車不當超車行為，並預作減速準備,,,,,,
63,m_hzd_063,choice_video,身為騎士的您，行經路口有左側來車，以下敘述何者為是?,行駛於車陣中，視野死角多，應留意是否有車輛或行人從車縫中衝出,交通壅塞時，應把握時間加速通過，才不會造成塞車,我方有優先路權，所以要搶先前進，迫使對方讓道,1,m_hzd_063.webm,行駛於車陣中視野死角多，應特別留意車縫間可能突然出現的車輛或行人，保持警覺,,,,,,
64,m_hzd_064,choice_video,身為騎士的您，行駛中行人從車陣中竄出，應如何反應較為妥適？,因行人違規穿越分向限制線，可長按鳴喇叭加速通過,減速慢行，注意察看行人動向，作隨時停車之準備,因行人專心講手機，未察覺道路狀況，無須禮讓,2,m_hzd_064.webm,遇行人突然從車陣中竄出，無論是否違規，駕駛都應立即減速慢行並準備停車，保障行人安全,,,,,,
65,m_hzd_065,choice_video,身為騎士的您，行駛中行人任意穿越馬路，應如何反應較為妥適？,減速慢行，注意察看行人動向，作隨時停車之準備,行人未依規定於行人穿越道過馬路，連續按鳴喇叭使其讓路,行人穿越馬路動作緩慢，為節省時間可加速通過,1,m_hzd_065.webm,遇行人任意穿越馬路，駕駛應減速慢行並密切注意其動向，隨時準備停車，保障行人安全,,,,,,
66,m_hzd_066,choice_video,身為騎士的您，行人下公車後任意穿越馬路，應如何反應，請選出正確的,行人未依規定於行人穿越道過馬路，連續按鳴喇叭使其讓路,天雨路滑，為避免緊急煞車滑倒，應快速通過,天雨路滑降低車速，並注意察看行人動向，預作停車準備,3,m_hzd_066.webm,天雨路滑時更應降低車速，增加安全距離，並密切注意行人動向，預作停車準備，確保安全,,,,,,
67,m_hzd_067,choice_video,身為騎士的您，遇到低頭族的行人通過路口，你該如何因應？,採取減速、預作停車等必要措施,按鳴喇叭並出聲提醒,緊急煞車嚇阻低頭族,1,m_hzd_067.webm,遇「低頭族」行人因其專注力不集中，駕駛應採取減速、預作停車等防禦措施，保障行人安全,,,,,,
68,m_hzd_068,choice_video,身為騎士的您，遇到不依規定左轉的機車，你該如何因應？,採取減速、預作停車等必要措施,按鳴喇叭並出聲提醒,緊急煞車嚇阻違規騎士,1,m_hzd_068.webm,遇他車違規行駛，應以自身安全為重，採取減速、預作停車等防禦駕駛措施，避免事故,,,,,,
69,m_hzd_069,choice_video,身為騎士的您，行駛中如遇前方大型車輛顯示方向燈時，你該如何因應？,加速超車前方車輛,車輛減速並保持安全車距,緊急加速超車並按鳴喇叭告知,2,m_hzd_069.webm,遇前方大型車輛顯示方向燈，應減速並保持安全車距，給予其足夠轉彎空間，避免進入內輪差,,,,,,
